order_id,book_id,quantity,unit_price
342,BK126,3.0,8.86
343,BK093,2.0,10.09
343,BK016,3.0,
343,BK111,2.0,7.43
344,BK198,3.0,6.76
344,BK018,3.0,7.08
344,BK112,3.0,11.17
344,BK161,,14.3
345,BK119,1.0,9.56
345,BK090,3.0,5.0
345,BK199,2.0,16.57
346,BK153,2.0,7.17
346,BK163,1.0,14.55
346,BK048,2.0,7.41
346,BK070,3.0,6.3
347,BK076,1.0,5.59
347,BK138,1.0,11.45
348,BK193,1.0,12.2
349,BK175,2.0,6.71
349,BK073,1.0,12.38
350,BK041,2.0,8.97
350,BK098,3.0,15.3
350,BK180,3.0,17.26
350,BK151,3.0,10.17
350,BK170,1.0,13.98
351,BK193,1.0,12.2
351,BK031,2.0,7.31
351,BK107,2.0,14.49
351,BK162,3.0,
352,BK070,3.0,6.3
352,BK057,3.0,8.32
352,BK012,2.0,12.47
353,BK046,3.0,5.91
353,BK013,3.0,8.65
353,BK152,2.0,
354,BK043,2.0,6.76
354,BK012,1.0,12.47
354,BK150,2.0,12.36
354,BK121,2.0,7.09
354,BK026,2.0,4.71
355,BK141,1.0,10.51
355,BK197,1.0,10.91
355,BK195,2.0,9.7
355,BK196,3.0,14.67
355,BK035,3.0,9.92
356,BK174,2.0,19.61
356,BK182,,6.22
356,BK122,1.0,5.19
356,BK170,1.0,13.98
357,BK161,3.0,14.3
357,BK142,3.0,8.55
357,BK007,2.0,9.15
358,BK125,2.0,5.9
359,BK093,1.0,10.09
360,BK069,3.0,7.35
360,BK034,2.0,6.58
361,BK047,3.0,6.24
361,BK116,3.0,
361,BK012,1.0,12.47
361,BK123,1.0,7.28
361,BK129,1.0,11.76
362,BK198,1.0,6.76
363,BK181,,6.95
363,BK132,1.0,9.48
363,BK030,1.0,7.34
364,BK168,2.0,11.57
365,BK188,3.0,13.19
365,BK016,2.0,
365,BK199,1.0,16.57
365,BK056,2.0,9.34
366,BK174,2.0,19.61
366,BK002,1.0,
366,BK111,3.0,7.43
366,BK160,2.0,13.83
367,BK071,2.0,16.09
367,BK138,1.0,11.45
367,BK108,1.0,17.63
367,BK036,1.0,5.31
368,BK037,1.0,6.93
368,BK072,3.0,9.08
368,BK127,2.0,10.9
368,BK010,1.0,4.97
369,BK136,3.0,7.6
369,BK126,3.0,8.86
369,BK094,2.0,12.74
369,BK125,3.0,5.9
370,BK187,1.0,9.24
370,BK185,2.0,6.34
370,BK067,,10.97
370,BK173,2.0,7.23
371,BK166,3.0,11.34
371,BK162,3.0,
371,BK197,2.0,10.91
371,BK191,2.0,5.96
372,BK144,3.0,16.51
372,BK143,3.0,11.56
373,BK109,3.0,6.09
373,BK061,3.0,6.99
373,BK137,1.0,8.18
373,BK110,2.0,15.83
373,BK011,1.0,16.16
374,BK177,1.0,5.73
374,BK148,2.0,6.47
374,BK015,2.0,7.17
375,BK067,3.0,10.97
375,BK126,1.0,8.86
375,BK030,3.0,
376,BK042,1.0,13.02
376,BK005,2.0,8.6
376,BK091,1.0,7.75
376,BK049,1.0,7.74
376,BK185,3.0,6.34
377,BK066,3.0,3.99
377,BK111,2.0,7.43
378,BK164,3.0,7.23
379,BK030,1.0,7.34
380,BK158,2.0,10.58
380,BK068,1.0,6.38
380,BK134,2.0,23.71
381,BK055,2.0,6.54
381,BK078,2.0,6.71
381,BK192,3.0,8.51
381,BK130,1.0,6.53
381,BK107,1.0,14.49
382,BK092,1.0,7.91
382,BK032,2.0,13.63
382,BK136,1.0,7.6
382,BK172,3.0,7.19
383,BK010,3.0,4.97
383,BK159,1.0,7.27
384,BK098,1.0,15.3
385,BK167,3.0,12.35
385,BK163,2.0,14.55
385,BK017,2.0,
385,BK024,,
385,BK095,2.0,5.48
386,BK153,3.0,7.17
386,BK108,2.0,17.63
386,BK014,3.0,7.53
387,BK064,2.0,5.03
387,BK135,3.0,7.48
388,BK005,2.0,8.6
388,BK017,2.0,
388,BK066,3.0,3.99
388,BK096,3.0,5.79
388,BK067,3.0,10.97
389,BK099,3.0,10.17
389,BK009,,5.51
389,BK196,1.0,14.67
389,BK048,3.0,7.41
389,BK113,2.0,15.86
390,BK073,3.0,12.38
390,BK142,3.0,8.55
390,BK027,3.0,10.13
391,BK195,2.0,9.7
391,BK044,3.0,7.97
392,BK102,2.0,14.48
392,BK096,1.0,5.79
393,BK150,2.0,12.36
394,BK019,1.0,14.23
394,BK086,3.0,7.24
395,BK121,1.0,7.09
395,BK060,3.0,9.28
395,BK178,1.0,10.97
395,BK062,,6.32
395,BK117,2.0,5.79
396,BK100,3.0,5.85
396,BK098,3.0,15.3
396,BK151,3.0,10.17
396,BK120,3.0,7.16
397,BK127,2.0,10.9
397,BK019,3.0,14.23
397,BK192,2.0,8.51
397,BK004,2.0,8.04
398,BK111,1.0,7.43
398,BK162,2.0,
398,BK195,3.0,9.7
398,BK065,1.0,13.11
398,BK154,2.0,3.99
399,BK104,1.0,7.89
399,BK136,2.0,7.6
400,BK103,2.0,8.07
400,BK125,2.0,5.9
400,BK159,2.0,7.27
400,BK071,1.0,16.09
400,BK172,3.0,7.19
401,BK189,1.0,6.02
401,BK164,2.0,7.23
402,BK031,3.0,7.31
402,BK114,3.0,8.52
402,BK068,3.0,6.38
402,BK176,2.0,15.13
403,BK095,1.0,5.48
403,BK079,1.0,7.38
404,BK111,3.0,7.43
404,BK012,1.0,12.47
404,BK016,3.0,
405,BK165,1.0,9.62
406,BK200,1.0,11.74
406,BK181,1.0,6.95
406,BK013,3.0,8.65
406,BK008,1.0,5.95
407,BK151,1.0,10.17
407,BK087,3.0,15.27
408,BK151,1.0,10.17
409,BK083,2.0,11.28
410,BK011,2.0,16.16
411,BK057,2.0,8.32
411,BK063,3.0,6.42
412,BK186,1.0,3.99
413,BK190,1.0,12.67
413,BK131,3.0,13.48
413,BK057,1.0,8.32
413,BK101,1.0,7.56
414,BK178,3.0,10.97
414,BK175,,6.71
414,BK085,3.0,10.61
415,BK010,1.0,4.97
415,BK081,3.0,8.55
416,BK117,3.0,5.79
417,BK146,2.0,4.63
417,BK181,3.0,6.95
417,BK059,2.0,16.91
417,BK140,2.0,6.95
417,BK135,3.0,7.48
418,BK008,3.0,5.95
418,BK150,2.0,12.36
419,BK063,3.0,6.42
419,BK142,1.0,8.55
420,BK081,1.0,8.55
420,BK049,2.0,7.74
420,BK041,2.0,8.97
420,BK118,1.0,14.28
421,BK099,1.0,10.17
421,BK010,1.0,4.97
421,BK008,1.0,5.95
421,BK069,3.0,7.35
422,BK029,3.0,5.11
422,BK188,1.0,13.19
422,BK043,3.0,6.76
423,BK049,2.0,7.74
423,BK141,3.0,10.51
423,BK064,1.0,5.03
424,BK183,2.0,8.61
424,BK106,1.0,5.99
424,BK158,3.0,10.58
424,BK189,,6.02
424,BK141,2.0,10.51
425,BK181,1.0,6.95
425,BK003,3.0,9.58
425,BK015,2.0,7.17
425,BK119,1.0,9.56
426,BK185,3.0,6.34
426,BK021,2.0,8.29
427,BK082,1.0,10.64
427,BK121,3.0,7.09
427,BK160,3.0,13.83
428,BK134,1.0,23.71
428,BK057,2.0,8.32
428,BK197,3.0,10.91
428,BK027,1.0,10.13
428,BK049,1.0,7.74
429,BK021,3.0,8.29
430,BK018,1.0,7.08
430,BK091,,7.75
430,BK175,1.0,6.71
430,BK190,3.0,12.67
430,BK130,3.0,6.53
431,BK194,3.0,5.61
431,BK019,3.0,14.23
432,BK044,2.0,7.97
432,BK065,3.0,13.11
432,BK081,,8.55
432,BK078,2.0,6.71
432,BK148,2.0,6.47
433,BK042,1.0,13.02
433,BK179,2.0,10.16
433,BK091,1.0,7.75
433,BK200,3.0,11.74
433,BK162,2.0,
434,BK195,3.0,9.7
434,BK022,1.0,16.47
434,BK162,3.0,
435,BK060,1.0,9.28
435,BK079,2.0,7.38
435,BK025,3.0,9.97
435,BK014,2.0,7.53
436,BK052,2.0,10.26
436,BK193,1.0,12.2
436,BK137,2.0,8.18
436,BK066,2.0,3.99
436,BK042,1.0,13.02
437,BK035,1.0,9.92
437,BK021,2.0,8.29
437,BK121,,7.09
438,BK079,2.0,7.38
438,BK021,1.0,8.29
438,BK132,3.0,9.48
438,BK007,3.0,9.15
438,BK175,1.0,6.71
439,BK161,1.0,14.3
440,BK194,2.0,5.61
441,BK012,3.0,12.47
442,BK018,3.0,7.08
442,BK003,3.0,9.58
442,BK172,1.0,7.19
442,BK007,1.0,9.15
442,BK002,3.0,
443,BK113,3.0,15.86
443,BK104,,7.89
443,BK199,1.0,16.57
443,BK197,3.0,10.91
444,BK131,1.0,13.48
445,BK011,2.0,16.16
446,BK163,1.0,14.55
446,BK140,2.0,6.95
447,BK199,3.0,16.57
447,BK092,1.0,7.91
448,BK106,1.0,5.99
448,BK080,1.0,8.69
448,BK028,3.0,7.21
448,BK036,3.0,5.31
448,BK069,2.0,7.35
449,BK151,3.0,10.17
449,BK018,3.0,7.08
450,BK007,2.0,9.15
451,BK036,3.0,5.31
452,BK066,3.0,3.99
452,BK008,2.0,5.95
452,BK178,1.0,10.97
452,BK033,2.0,5.9
453,BK112,2.0,11.17
453,BK167,3.0,12.35
453,BK140,2.0,
453,BK092,3.0,7.91
453,BK006,3.0,12.14
454,BK072,1.0,9.08
454,BK013,2.0,8.65
454,BK048,2.0,7.41
455,BK017,1.0,
455,BK006,3.0,
456,BK052,3.0,10.26
457,BK117,2.0,5.79
457,BK144,2.0,16.51
458,BK123,2.0,7.28
458,BK118,1.0,
459,BK170,2.0,13.98
459,BK132,1.0,9.48
459,BK087,1.0,15.27
459,BK167,2.0,12.35
459,BK084,3.0,8.55
460,BK176,3.0,15.13
461,BK137,2.0,8.18
461,BK199,2.0,16.57
462,BK091,1.0,7.75
462,BK049,3.0,7.74
462,BK032,3.0,13.63
463,BK079,3.0,7.38
463,BK019,2.0,14.23
463,BK095,1.0,5.48
464,BK055,1.0,6.54
464,BK072,2.0,9.08
464,BK053,2.0,
465,BK064,3.0,5.03
465,BK017,1.0,
465,BK008,,5.95
465,BK166,2.0,11.34
466,BK045,1.0,5.91
466,BK018,2.0,7.08
466,BK032,1.0,13.63
466,BK072,1.0,9.08
466,BK187,1.0,9.24
467,BK074,3.0,15.18
467,BK169,1.0,7.9
467,BK188,3.0,13.19
468,BK042,2.0,13.02
468,BK058,3.0,9.86
468,BK096,3.0,5.79
468,BK041,1.0,8.97
469,BK138,1.0,11.45
469,BK091,1.0,7.75
469,BK171,1.0,8.59
469,BK074,3.0,15.18
469,BK015,3.0,7.17
470,BK127,1.0,10.9
470,BK062,2.0,6.32
471,BK195,3.0,9.7
471,BK194,3.0,5.61
471,BK056,1.0,9.34
472,BK197,2.0,10.91
472,BK092,,
473,BK043,2.0,6.76
473,BK024,2.0,
473,BK100,3.0,5.85
473,BK046,3.0,5.91
474,BK167,3.0,12.35
474,BK140,3.0,6.95
474,BK068,3.0,6.38
474,BK129,1.0,11.76
474,BK188,2.0,13.19
475,BK084,2.0,8.55
476,BK057,2.0,8.32
476,BK075,1.0,9.63
476,BK111,1.0,7.43
476,BK055,3.0,6.54
477,BK127,2.0,10.9
477,BK009,1.0,5.51
477,BK096,3.0,5.79
477,BK182,1.0,6.22
478,BK092,3.0,7.91
478,BK154,3.0,3.99
478,BK081,2.0,8.55
479,BK111,1.0,7.43
479,BK101,1.0,7.56
479,BK178,1.0,10.97
480,BK027,2.0,10.13
481,BK144,3.0,16.51
481,BK133,3.0,16.75
481,BK182,2.0,6.22
482,BK031,2.0,7.31
482,BK086,3.0,7.24
483,BK088,3.0,7.2
484,BK132,2.0,9.48
484,BK043,3.0,6.76
485,BK181,2.0,6.95
486,BK005,2.0,8.6
487,BK180,3.0,17.26
487,BK089,1.0,
487,BK054,3.0,7.48
488,BK103,3.0,8.07
489,BK164,3.0,7.23
489,BK174,2.0,19.61
489,BK143,1.0,11.56
489,BK033,2.0,5.9
489,BK069,2.0,7.35
490,BK175,2.0,6.71
491,BK112,3.0,11.17
492,BK002,2.0,
492,BK188,3.0,13.19
492,BK125,2.0,5.9
492,BK084,2.0,8.55
493,BK103,3.0,8.07
493,BK089,2.0,14.57
493,BK069,3.0,
494,BK062,1.0,6.32
495,BK114,1.0,8.52
496,BK043,1.0,6.76
496,BK039,3.0,13.04
496,BK102,3.0,14.48
496,BK035,,9.92
496,BK048,1.0,7.41
497,BK109,2.0,6.09
497,BK023,2.0,8.99
497,BK005,3.0,8.6
497,BK197,3.0,10.91
497,BK007,3.0,9.15
498,BK085,1.0,10.61
498,BK020,1.0,9.13
498,BK090,3.0,5.0
498,BK133,2.0,16.75
499,BK041,,8.97
499,BK090,1.0,5.0
500,BK170,1.0,13.98
500,BK101,3.0,7.56
500,BK024,3.0,
501,BK193,1.0,12.2
501,BK186,1.0,3.99
501,BK131,1.0,13.48
502,BK019,3.0,14.23
502,BK077,3.0,8.26
502,BK028,2.0,7.21
502,BK103,1.0,8.07
502,BK007,1.0,9.15
503,BK182,2.0,6.22
504,BK042,1.0,13.02
504,BK181,2.0,6.95
504,BK144,2.0,16.51
504,BK005,3.0,8.6
504,BK059,1.0,16.91
505,BK168,3.0,11.57
505,BK059,,16.91
505,BK198,1.0,6.76
505,BK151,2.0,10.17
505,BK106,2.0,5.99
506,BK185,3.0,6.34
507,BK024,2.0,
507,BK083,2.0,11.28
507,BK070,2.0,6.3
507,BK136,1.0,7.6
507,BK117,,5.79
508,BK092,1.0,7.91
508,BK128,3.0,8.29
508,BK077,2.0,8.26
509,BK131,3.0,13.48
509,BK098,1.0,15.3
510,BK174,3.0,19.61
510,BK100,3.0,5.85
510,BK040,1.0,8.0
511,BK135,3.0,7.48
511,BK129,3.0,11.76
512,BK015,3.0,7.17
513,BK049,2.0,7.74
513,BK013,1.0,8.65
513,BK072,3.0,9.08
513,BK017,1.0,
514,BK041,,8.97
514,BK065,2.0,13.11
514,BK030,3.0,7.34
514,BK004,3.0,8.04
515,BK107,3.0,14.49
516,BK128,3.0,8.29
516,BK072,3.0,9.08
516,BK130,2.0,6.53
517,BK005,3.0,8.6
517,BK099,3.0,10.17
518,BK113,3.0,15.86
518,BK010,2.0,4.97
518,BK064,,5.03
518,BK063,3.0,6.42
518,BK036,2.0,5.31
519,BK104,3.0,7.89
519,BK063,3.0,6.42
520,BK090,2.0,5.0
521,BK066,3.0,3.99
521,BK089,2.0,14.57
521,BK161,1.0,14.3
521,BK190,3.0,12.67
521,BK154,3.0,3.99
522,BK043,3.0,6.76
522,BK081,2.0,8.55
522,BK166,3.0,11.34
523,BK049,3.0,7.74
523,BK053,2.0,
523,BK185,2.0,6.34
523,BK144,2.0,16.51
524,BK048,2.0,7.41
524,BK003,3.0,9.58
524,BK146,3.0,4.63
525,BK098,2.0,15.3
525,BK188,1.0,13.19
525,BK083,2.0,11.28
525,BK042,1.0,13.02
525,BK200,3.0,11.74
526,BK177,3.0,5.73
526,BK132,3.0,9.48
526,BK013,3.0,8.65
526,BK062,1.0,6.32
526,BK008,1.0,5.95
527,BK048,3.0,7.41
527,BK102,1.0,14.48
528,BK048,3.0,7.41
528,BK060,,9.28
528,BK036,3.0,5.31
528,BK132,1.0,9.48
529,BK154,3.0,3.99
529,BK075,1.0,9.63
529,BK010,3.0,4.97
529,BK028,2.0,7.21
529,BK151,1.0,10.17
530,BK039,1.0,13.04
530,BK106,1.0,5.99
531,BK045,,5.91
532,BK054,3.0,7.48
532,BK035,1.0,9.92
532,BK138,3.0,11.45
533,BK185,2.0,6.34
533,BK126,3.0,8.86
533,BK110,2.0,15.83
533,BK108,2.0,17.63
534,BK174,1.0,19.61
534,BK067,3.0,10.97
534,BK087,3.0,15.27
534,BK034,2.0,6.58
535,BK018,3.0,7.08
535,BK147,2.0,12.15
535,BK011,3.0,16.16
535,BK052,1.0,10.26
536,BK042,2.0,13.02
537,BK009,1.0,5.51
537,BK018,1.0,7.08
537,BK148,2.0,6.47
537,BK081,2.0,8.55
538,BK145,3.0,8.2
539,BK185,3.0,6.34
539,BK169,,7.9
539,BK098,1.0,15.3
539,BK077,2.0,8.26
540,BK006,3.0,12.14
540,BK142,2.0,8.55
540,BK178,2.0,10.97
541,BK032,2.0,13.63
542,BK105,,6.6
542,BK188,2.0,13.19
542,BK112,1.0,11.17
542,BK043,3.0,6.76
542,BK047,3.0,6.24
543,BK064,1.0,5.03
543,BK192,2.0,8.51
543,BK073,2.0,12.38
543,BK178,1.0,
543,BK082,2.0,10.64
544,BK117,2.0,5.79
544,BK069,3.0,7.35
544,BK150,1.0,12.36
545,BK114,1.0,8.52
546,BK173,1.0,7.23
546,BK118,2.0,14.28
547,BK020,1.0,9.13
547,BK032,2.0,13.63
547,BK064,1.0,5.03
547,BK024,2.0,
548,BK098,3.0,15.3
549,BK116,3.0,
550,BK001,1.0,10.93
550,BK129,3.0,11.76
550,BK015,1.0,7.17
551,BK013,3.0,8.65
551,BK037,1.0,6.93
552,BK097,2.0,5.15
553,BK163,3.0,14.55
554,BK182,2.0,6.22
554,BK010,2.0,4.97
555,BK073,1.0,12.38
555,BK119,1.0,9.56
555,BK121,3.0,7.09
556,BK004,2.0,8.04
556,BK157,1.0,16.53
557,BK041,2.0,8.97
557,BK019,3.0,14.23
557,BK108,3.0,17.63
558,BK163,2.0,14.55
559,BK035,3.0,9.92
559,BK174,1.0,19.61
559,BK108,3.0,17.63
559,BK156,1.0,8.16
560,BK079,1.0,7.38
560,BK067,3.0,10.97
560,BK199,2.0,16.57
560,BK105,2.0,6.6
560,BK015,3.0,
561,BK027,3.0,10.13
562,BK170,2.0,13.98
562,BK116,1.0,
562,BK018,2.0,7.08
563,BK051,3.0,6.32
563,BK117,1.0,5.79
564,BK150,1.0,12.36
564,BK061,2.0,6.99
564,BK133,3.0,16.75
565,BK019,2.0,14.23
565,BK160,3.0,13.83
566,BK039,2.0,13.04
566,BK106,1.0,5.99
566,BK031,3.0,7.31
567,BK016,3.0,
567,BK053,1.0,
568,BK138,1.0,11.45
568,BK054,3.0,7.48
569,BK114,3.0,8.52
570,BK061,1.0,6.99
570,BK055,1.0,6.54
570,BK083,3.0,11.28
570,BK094,1.0,12.74
570,BK179,1.0,10.16
571,BK191,3.0,5.96
571,BK172,3.0,7.19
571,BK047,3.0,6.24
571,BK123,1.0,7.28
571,BK199,3.0,16.57
572,BK187,1.0,9.24
572,BK164,1.0,7.23
572,BK027,1.0,10.13
573,BK132,3.0,9.48
574,BK016,3.0,
575,BK135,3.0,7.48
575,BK200,1.0,11.74
576,BK194,1.0,5.61
576,BK013,2.0,8.65
576,BK118,3.0,14.28
577,BK022,1.0,16.47
577,BK152,2.0,
577,BK079,1.0,7.38
577,BK171,1.0,8.59
578,BK023,2.0,8.99
578,BK054,1.0,7.48
578,BK062,1.0,6.32
578,BK076,2.0,5.59
578,BK053,2.0,
579,BK009,1.0,5.51
579,BK055,2.0,6.54
579,BK075,3.0,9.63
580,BK029,1.0,5.11
581,BK198,1.0,6.76
581,BK124,3.0,8.12
582,BK011,1.0,16.16
582,BK040,3.0,8.0
582,BK052,1.0,10.26
582,BK155,1.0,11.93
583,BK116,2.0,
584,BK009,3.0,5.51
585,BK019,3.0,14.23
585,BK142,1.0,8.55
585,BK031,1.0,7.31
585,BK090,2.0,5.0
585,BK058,1.0,9.86
586,BK023,3.0,8.99
586,BK162,2.0,
586,BK100,2.0,5.85
587,BK097,3.0,5.15
587,BK134,3.0,23.71
587,BK193,1.0,
587,BK001,3.0,10.93
588,BK005,3.0,8.6
588,BK049,3.0,7.74
588,BK078,2.0,6.71
588,BK194,1.0,5.61
589,BK173,2.0,7.23
589,BK158,2.0,10.58
589,BK018,1.0,7.08
590,BK112,3.0,11.17
590,BK066,2.0,3.99
590,BK169,1.0,7.9
590,BK036,3.0,5.31
591,BK057,3.0,8.32
591,BK072,2.0,9.08
591,BK164,2.0,7.23
591,BK191,1.0,5.96
591,BK123,3.0,7.28
592,BK174,2.0,19.61
592,BK001,2.0,10.93
592,BK195,1.0,9.7
592,BK142,2.0,8.55
593,BK149,3.0,8.52
593,BK102,2.0,14.48
593,BK030,3.0,7.34
593,BK097,,5.15
593,BK033,3.0,5.9
594,BK063,3.0,6.42
594,BK159,2.0,7.27
594,BK124,3.0,8.12
594,BK143,1.0,11.56
595,BK088,2.0,7.2
596,BK087,1.0,15.27
596,BK126,1.0,8.86
596,BK021,2.0,8.29
596,BK072,3.0,9.08
597,BK165,2.0,9.62
597,BK198,1.0,6.76
598,BK057,1.0,8.32
598,BK167,1.0,12.35
598,BK025,1.0,9.97
598,BK189,1.0,6.02
599,BK075,1.0,9.63
600,BK002,3.0,
600,BK180,2.0,17.26
600,BK039,1.0,13.04
600,BK082,1.0,10.64
601,BK191,1.0,5.96
601,BK035,,9.92
602,BK012,1.0,12.47
602,BK085,2.0,10.61
603,BK078,1.0,6.71
603,BK003,1.0,9.58
603,BK169,1.0,7.9
603,BK065,2.0,13.11
603,BK179,1.0,10.16
604,BK087,2.0,15.27
604,BK187,3.0,9.24
604,BK052,3.0,10.26
605,BK183,2.0,8.61
605,BK192,2.0,8.51
605,BK120,2.0,7.16
606,BK080,3.0,8.69
607,BK065,3.0,13.11
607,BK049,3.0,7.74
607,BK001,3.0,10.93
608,BK002,1.0,
608,BK174,3.0,19.61
608,BK017,3.0,
608,BK076,2.0,5.59
608,BK024,2.0,
609,BK073,1.0,12.38
609,BK017,3.0,
609,BK136,1.0,7.6
610,BK058,1.0,9.86
610,BK049,3.0,7.74
610,BK013,1.0,8.65
610,BK102,2.0,14.48
611,BK170,1.0,13.98
611,BK083,1.0,11.28
611,BK076,2.0,5.59
611,BK179,1.0,10.16
612,BK093,,10.09
612,BK062,3.0,6.32
612,BK118,2.0,14.28
613,BK108,1.0,17.63
613,BK170,3.0,13.98
613,BK173,2.0,7.23
614,BK119,1.0,9.56
614,BK166,3.0,11.34
614,BK139,3.0,15.34
614,BK193,2.0,12.2
614,BK152,3.0,
615,BK168,2.0,11.57
615,BK144,3.0,16.51
615,BK107,2.0,14.49
615,BK163,3.0,14.55
616,BK191,1.0,5.96
616,BK062,3.0,6.32
616,BK178,1.0,10.97
616,BK077,1.0,8.26
616,BK081,2.0,8.55
617,BK113,1.0,15.86
618,BK122,2.0,5.19
618,BK078,2.0,6.71
618,BK135,1.0,7.48
618,BK092,2.0,7.91
618,BK169,2.0,7.9
619,BK130,1.0,6.53
619,BK072,2.0,9.08
619,BK010,1.0,4.97
619,BK163,2.0,14.55
620,BK175,2.0,6.71
620,BK181,3.0,6.95
621,BK171,2.0,8.59
621,BK172,1.0,7.19
622,BK099,1.0,10.17
623,BK052,3.0,10.26
623,BK200,1.0,11.74
623,BK069,1.0,7.35
623,BK040,2.0,8.0
624,BK046,2.0,5.91
624,BK037,2.0,6.93
624,BK120,2.0,7.16
624,BK142,2.0,8.55
624,BK063,3.0,6.42
625,BK091,2.0,7.75
625,BK199,1.0,16.57
625,BK007,3.0,9.15
626,BK142,1.0,8.55
626,BK157,3.0,16.53
626,BK014,1.0,7.53
627,BK064,2.0,5.03
627,BK015,,7.17
628,BK158,3.0,10.58
628,BK140,1.0,6.95
628,BK062,1.0,6.32
628,BK121,1.0,7.09
628,BK159,3.0,7.27
629,BK037,1.0,6.93
629,BK128,1.0,8.29
629,BK188,1.0,13.19
630,BK075,2.0,9.63
630,BK065,3.0,13.11
630,BK138,1.0,11.45
631,BK065,2.0,13.11
632,BK034,2.0,6.58
632,BK118,1.0,14.28
632,BK048,2.0,7.41
632,BK119,1.0,9.56
632,BK121,1.0,7.09
633,BK014,3.0,7.53
633,BK093,2.0,10.09
633,BK178,1.0,10.97
634,BK090,3.0,5.0
634,BK187,1.0,9.24
634,BK176,3.0,15.13
635,BK033,3.0,5.9
636,BK022,3.0,16.47
636,BK055,1.0,6.54
636,BK027,1.0,10.13
636,BK111,1.0,7.43
636,BK195,3.0,9.7
637,BK130,1.0,6.53
637,BK004,3.0,8.04
637,BK040,1.0,8.0
637,BK191,3.0,5.96
637,BK185,1.0,6.34
638,BK171,2.0,8.59
638,BK130,2.0,6.53
638,BK144,1.0,16.51
638,BK086,3.0,7.24
639,BK192,1.0,8.51
639,BK061,3.0,6.99
639,BK056,3.0,9.34
639,BK171,1.0,8.59
640,BK045,2.0,5.91
640,BK162,2.0,
640,BK145,3.0,8.2
640,BK107,1.0,14.49
641,BK171,1.0,8.59
641,BK087,3.0,15.27
642,BK078,3.0,6.71
642,BK121,1.0,7.09
643,BK022,2.0,16.47
643,BK071,2.0,16.09
643,BK118,1.0,14.28
643,BK147,1.0,12.15
644,BK110,3.0,15.83
645,BK086,3.0,7.24
645,BK046,3.0,5.91
645,BK042,1.0,13.02
645,BK084,3.0,8.55
645,BK075,,9.63
646,BK067,1.0,10.97
646,BK077,2.0,8.26
646,BK090,1.0,5.0
646,BK022,1.0,16.47
646,BK176,3.0,15.13
647,BK029,3.0,5.11
647,BK167,2.0,12.35
647,BK083,2.0,11.28
647,BK065,2.0,13.11
647,BK168,3.0,11.57
648,BK010,1.0,4.97
648,BK127,3.0,10.9
648,BK063,3.0,6.42
648,BK062,1.0,6.32
649,BK166,2.0,11.34
649,BK115,2.0,7.92
650,BK170,3.0,13.98
651,BK125,3.0,5.9
651,BK128,,8.29
651,BK156,3.0,8.16
652,BK163,3.0,14.55
652,BK027,1.0,10.13
653,BK191,1.0,5.96
653,BK188,2.0,13.19
653,BK056,1.0,9.34
653,BK060,1.0,9.28
654,BK195,2.0,9.7
654,BK104,2.0,7.89
654,BK045,3.0,5.91
654,BK026,2.0,4.71
654,BK180,,17.26
655,BK192,1.0,8.51
655,BK045,2.0,5.91
655,BK110,,15.83
656,BK024,3.0,
656,BK106,1.0,5.99
657,BK086,2.0,7.24
657,BK180,2.0,17.26
657,BK018,1.0,7.08
657,BK191,3.0,5.96
657,BK125,1.0,5.9
658,BK134,2.0,23.71
658,BK029,3.0,5.11
659,BK072,2.0,9.08
659,BK116,1.0,
659,BK009,1.0,5.51
659,BK056,3.0,9.34
659,BK030,1.0,7.34
660,BK119,2.0,9.56
660,BK176,2.0,15.13
660,BK021,3.0,8.29
660,BK139,1.0,15.34
661,BK175,2.0,6.71
661,BK182,1.0,6.22
661,BK165,1.0,9.62
661,BK040,2.0,8.0
661,BK141,1.0,10.51
662,BK052,2.0,10.26
663,BK139,2.0,15.34
663,BK067,2.0,10.97
663,BK032,,13.63
663,BK131,3.0,13.48
663,BK195,1.0,9.7
664,BK179,2.0,10.16
665,BK023,1.0,8.99
665,BK057,1.0,8.32
665,BK134,1.0,23.71
665,BK149,1.0,8.52
665,BK019,1.0,14.23
666,BK050,1.0,10.13
666,BK097,3.0,5.15
666,BK006,1.0,12.14
666,BK199,2.0,16.57
666,BK007,1.0,9.15
667,BK180,1.0,17.26
667,BK196,3.0,14.67
668,BK005,3.0,
669,BK113,1.0,15.86
670,BK104,1.0,7.89
670,BK038,3.0,4.64
670,BK007,2.0,9.15
671,BK121,1.0,7.09
671,BK148,3.0,6.47
672,BK014,2.0,7.53
672,BK121,2.0,7.09
672,BK032,2.0,13.63
673,BK031,3.0,7.31
673,BK105,3.0,6.6
673,BK125,2.0,5.9
673,BK199,2.0,16.57
673,BK107,1.0,14.49
674,BK142,1.0,8.55
674,BK145,2.0,8.2
674,BK113,2.0,15.86
675,BK062,1.0,6.32
675,BK008,1.0,5.95
676,BK074,1.0,15.18
676,BK068,2.0,6.38
676,BK063,1.0,6.42
677,BK140,3.0,6.95
678,BK169,2.0,7.9
678,BK043,1.0,6.76
679,BK043,1.0,6.76
679,BK066,1.0,3.99
679,BK139,3.0,15.34
679,BK044,,7.97
680,BK176,3.0,15.13
680,BK059,2.0,16.91
681,BK077,1.0,8.26
681,BK064,3.0,5.03
682,BK085,1.0,10.61
682,BK104,2.0,7.89
683,BK097,1.0,5.15
