order_id,customer_id,order_date,order_year,delivery_speed,payment_method,discount_pct,total_amount
513,145,2025-03-07,2025,Standard,Card,0,51.37
514,93,2024-12-06,2024,Standard,Card,10,72.36
515,8,2025-07-04,2025,Standard,PayPal,0,43.47
516,79,2025-09-03,2025,Express,Card,0,65.17
517,27,2024-10-15,2024,Standard,Card,5,56.31
518,174,2024-09-10,2024,Express,Card,0,87.4
519,50,2026-01-03,2026,Standard,Card,,42.93
520,199,2024-12-22,2024,Standard,Card,10,10.0
521,181,2024-01-23,2024,Express,Card,0,105.39
522,24,2026-01-31,2026,Standard,Card,10,71.4
523,46,2025-06-05,2025,Standard,Card,0,68.92
524,15,2026-01-27,2026,Standard,Card,20,57.45
525,153,2024-04-09,2024,Standard,Card,0,114.59
526,222,2024-06-28,2024,Standard,PayPal,20,83.85
527,206,2024-08-10,2024,Standard,Card,10,36.71
528,273,2026-01-31,2026,Standard,Card,0,47.64
529,236,2025-10-20,2025,Standard,Card,0,61.1
530,228,2025-03-17,2025,Standard,Card,20,19.03
531,9,2025-08-30,2025,Standard,Card,10,0.0
532,166,2026-02-07,2026,Standard,Card,,66.71
533,214,2024-11-20,2024,Standard,PayPal,5,106.18
534,117,2025-05-30,2025,Standard,PayPal,0,111.49
535,72,2024-01-16,2024,Standard,Card,0,104.28
536,64,2024-12-01,2024,Express,Card,0,26.04
537,205,2026-01-28,2026,Standard,PayPal,0,42.63
538,209,2024-09-14,2024,Standard,BankTransfer,10,24.6
539,72,2025-05-11,2025,Standard,PayPal,0,50.84
540,277,2024-06-08,2024,Standard,Card,10,75.46
541,274,2025-04-19,2025,Standard,Card,,27.26
542,95,2025-10-25,2025,Express,Card,0,76.55
543,166,2025-11-20,2025,Standard,Card,0,68.09
544,32,2025-11-05,2025,Express,Card,0,45.99
545,11,2025-01-14,2025,Express,Card,0,8.52
546,217,2025-06-28,2025,Express,PayPal,,35.79
547,289,2025-11-21,2025,Express,Card,0,41.42
548,102,2025-03-02,2025,Standard,PayPal,,45.9
549,267,2025-09-04,2025,Standard,Card,0,0.0
550,214,2024-09-24,2024,Standard,Card,,53.38
551,179,2025-07-30,2025,Standard,Card,15,32.88
552,88,2025-02-20,2025,Standard,PayPal,15,10.3
553,41,2024-06-16,2024,Standard,Card,0,43.65
554,76,2024-02-12,2024,Standard,Card,0,22.38
555,46,2025-07-09,2025,Standard,BankTransfer,,43.21
556,160,2024-10-11,2024,Standard,Card,20,32.61
557,80,2025-01-31,2025,Standard,Card,0,113.52
558,86,2024-01-12,2024,Standard,Card,0,29.1
559,92,2025-08-29,2025,Express,Card,,110.42
560,148,2024-10-28,2024,Standard,Card,0,86.63
561,161,2024-09-09,2024,Standard,Card,0,30.39
562,202,2025-05-13,2025,Standard,Card,10,42.12
563,242,2026-01-23,2026,Standard,Card,0,24.75
564,2,2024-02-04,2024,Standard,Card,5,76.59
565,225,2025-12-27,2025,Standard,Card,0,69.95
566,289,2024-03-30,2024,Standard,Card,0,54.0
567,233,2026-02-14,2026,Standard,Card,15,0.0
568,77,2025-08-27,2025,Standard,Card,0,33.89
569,116,2025-08-24,2025,Standard,Card,10,25.56
570,154,2025-02-21,2025,Standard,Card,0,70.27
571,103,2024-04-24,2024,,PayPal,0,115.16
572,194,2025-09-08,2025,Standard,Card,,26.6
573,166,2024-07-14,2024,Next-day,PayPal,0,28.44
574,90,2025-05-15,2025,Standard,BankTransfer,10,0.0
575,174,2025-09-17,2025,Standard,Card,0,34.18
576,122,2025-05-07,2025,Standard,Card,10,65.75
577,143,2024-03-15,2024,Standard,Card,0,32.44
578,106,2025-02-16,2025,Standard,PayPal,0,42.96
579,123,2025-01-10,2025,Standard,Card,10,47.48
580,9,2025-02-23,2025,Next-day,Card,15,5.11
581,262,2025-12-29,2025,Standard,Card,15,31.12
582,73,2024-10-03,2024,Standard,PayPal,10,62.35
583,223,2026-01-30,2026,Standard,PayPal,15,0.0
584,41,2025-11-06,2025,Standard,Card,,16.53
585,204,2025-01-28,2025,Standard,Card,0,78.41
586,264,2025-04-01,2025,Standard,Card,0,38.67
587,178,2024-07-10,2024,Express,Card,0,119.37
588,84,2026-01-08,2026,,PayPal,,68.05
589,111,2025-11-19,2025,Standard,Card,,42.7
590,251,2024-04-08,2024,Express,Card,0,65.32
591,7,2025-07-01,2025,Standard,Card,5,85.38
592,84,2024-04-05,2024,Next-day,PayPal,0,87.88
593,208,2025-10-25,2025,Standard,PayPal,0,94.24
594,22,2025-10-24,2025,Express,Card,0,69.72
595,3,2024-07-08,2024,Standard,,10,14.4
596,127,2026-01-05,2026,Express,Card,5,67.95
597,297,2024-02-06,2024,Next-day,Card,5,26.0
598,188,2026-02-18,2026,Standard,Card,0,36.66
599,14,2025-01-03,2025,Next-day,Card,0,9.63
600,12,2025-11-25,2025,Standard,Card,0,58.2
601,87,2025-06-08,2025,Standard,PayPal,0,5.96
602,12,2024-10-05,2024,Standard,Card,0,33.69
603,25,2024-08-04,2024,Standard,Card,0,60.57
604,243,2024-09-29,2024,Standard,Card,0,89.04
605,122,2024-03-02,2024,Standard,Card,20,48.56
606,147,2025-08-18,2025,Standard,PayPal,20,26.07
607,55,2025-12-29,2025,Express,Card,0,95.34
608,238,2024-12-07,2024,Express,Card,0,70.01
609,173,2025-01-31,2025,Standard,PayPal,0,19.98
610,221,2025-11-29,2025,Standard,Card,0,70.69
611,119,2024-01-19,2024,Standard,Card,15,46.6
612,183,2024-06-25,2024,Standard,Card,0,47.52
613,288,2025-09-03,2025,Standard,Card,10,74.03
614,300,2025-01-30,2025,Standard,BankTransfer,0,114.0
615,82,2025-03-20,2025,Standard,PayPal,20,145.3
616,211,2024-08-20,2024,Next-day,Card,0,61.25
617,150,2024-03-16,2024,Standard,PayPal,10,15.86
618,37,2024-09-21,2024,Standard,Card,0,62.9
619,59,2025-03-30,2025,Standard,Card,5,58.76
620,131,2025-12-18,2025,Standard,Card,0,34.27
621,202,2026-01-04,2026,Standard,Card,0,24.37
622,243,2025-01-18,2025,Standard,Card,15,10.17
623,35,2025-07-17,2025,Standard,Card,15,65.87
624,93,2025-05-20,2025,Standard,PayPal,15,76.36
625,207,2025-01-01,2025,Next-day,Card,5,59.52
626,213,2024-05-23,2024,Express,Card,10,65.67
627,159,2024-03-09,2024,Standard,Card,0,10.06
628,24,2024-04-08,2024,Standard,,0,73.91
629,293,2025-01-30,2025,Standard,Card,0,28.41
630,4,2024-01-25,2024,Standard,Card,5,70.04
631,220,2025-04-13,2025,Standard,PayPal,0,26.22
632,20,2025-04-28,2025,Standard,Card,0,58.91
633,152,2025-07-18,2025,Standard,Card,0,53.74
634,50,2024-05-30,2024,,Card,10,69.63
635,177,2024-05-23,2024,Standard,Card,0,17.7
636,96,2025-07-22,2025,Next-day,Card,0,102.61
637,105,2024-02-08,2024,Express,Card,0,62.87
638,250,2024-04-18,2024,Standard,,0,68.47
639,117,2025-11-23,2025,Standard,Card,0,66.09
640,228,2024-02-11,2024,Express,Card,,50.91
641,66,2024-07-04,2024,Standard,Card,5,54.4
642,262,2025-02-01,2025,Express,Card,5,27.22
643,295,2024-08-10,2024,Standard,PayPal,0,91.55
644,243,2025-09-25,2025,Express,Card,10,47.49
645,186,2024-05-12,2024,,PayPal,0,78.12
646,246,2024-06-11,2024,Express,Card,0,94.35
647,125,2024-08-02,2024,Express,PayPal,10,123.52
648,268,2026-01-02,2026,Standard,Card,0,63.25
649,131,2024-08-22,2024,Standard,Card,0,38.52
650,237,2025-10-19,2025,Next-day,Card,15,41.94
651,18,2026-01-20,2026,Standard,PayPal,0,42.18
652,40,2025-08-10,2025,Express,Card,5,53.78
653,21,2024-01-09,2024,Standard,Card,0,50.96
654,225,2024-03-14,2024,Standard,Card,,62.33
655,282,2025-05-06,2025,Standard,PayPal,0,20.33
656,8,2024-09-09,2024,Standard,Card,0,5.99
657,100,2024-08-17,2024,Express,PayPal,5,79.86
658,240,2025-06-02,2025,Standard,Card,0,62.75
659,87,2024-06-22,2024,Standard,Card,0,59.03
660,298,2025-10-14,2025,Standard,Card,0,89.59
661,14,2024-06-16,2024,Standard,BankTransfer,,55.77
662,2,2024-06-18,2024,Express,Card,0,20.52
663,293,2025-01-27,2025,Next-day,PayPal,0,102.76
664,41,2025-09-25,2025,Standard,Card,15,20.32
665,111,2024-07-12,2024,Express,Card,0,63.77
666,14,2025-05-31,2025,Express,Card,0,80.01
667,231,2024-01-29,2024,Standard,Card,0,61.27
668,84,2024-06-13,2024,Next-day,PayPal,0,0.0
669,130,2025-02-25,2025,Standard,PayPal,15,15.86
670,231,2024-12-04,2024,Standard,PayPal,0,40.11
671,145,2025-10-09,2025,,Card,20,26.5
672,28,2025-05-10,2025,Standard,Card,,56.5
673,66,2024-12-30,2024,Express,Card,5,101.16
674,163,2024-12-07,2024,Express,BankTransfer,0,56.67
675,229,2025-05-14,2025,Standard,Card,15,12.27
676,261,2025-10-18,2025,Express,Card,0,34.36
677,164,2025-05-25,2025,Standard,Card,0,20.85
678,287,2024-11-22,2024,Standard,Card,0,22.56
679,10,2024-08-04,2024,Standard,BankTransfer,0,56.77
680,195,2024-10-27,2024,Express,Card,15,79.21
681,118,2024-05-11,2024,Standard,Card,0,23.35
682,270,2024-03-10,2024,Standard,Card,0,26.39
683,80,2024-09-08,2024,Standard,Card,10,5.15
684,93,2025-02-18,2025,Standard,Card,0,74.64
685,266,2026-02-25,2026,Standard,Card,,0.0
686,257,2025-03-20,2025,Standard,PayPal,5,32.16
687,133,2024-06-30,2024,Standard,PayPal,,19.4
688,276,2024-06-15,2024,Standard,Card,15,74.8
689,264,2024-03-31,2024,Express,Card,0,33.5
690,171,2025-12-14,2025,Standard,PayPal,0,0.0
691,1,2025-06-14,2025,Standard,Card,0,44.67
692,64,2024-02-08,2024,Next-day,Card,0,45.33
693,284,2024-05-05,2024,Standard,Card,5,39.12
694,121,2025-03-26,2025,Next-day,Card,15,55.45
695,107,2024-06-21,2024,Standard,Card,0,82.11
696,175,2025-10-14,2025,,BankTransfer,0,49.72
697,204,2026-01-23,2026,Standard,Card,20,38.47
698,165,2024-08-07,2024,Standard,Card,,75.31
699,120,2025-09-29,2025,Standard,Card,,41.49
700,44,2024-02-27,2024,Express,Card,0,27.15
701,156,2025-10-21,2025,Standard,Card,15,100.19
702,207,2025-04-20,2025,Standard,PayPal,0,36.99
703,108,2025-03-31,2025,Express,PayPal,10,39.3
704,251,2024-12-26,2024,Express,Card,10,42.72
705,130,2024-01-01,2024,Standard,PayPal,0,50.5
706,293,2025-01-21,2025,Express,PayPal,0,14.67
707,20,2024-12-13,2024,Express,PayPal,10,31.93
708,282,2024-07-08,2024,Standard,Card,0,46.08
709,285,2025-05-19,2025,Standard,Card,10,33.34
710,1,2024-07-09,2024,Standard,Card,15,89.51
711,119,2025-05-22,2025,Standard,Card,5,79.07
712,35,2025-01-03,2025,Standard,Card,5,74.5
713,198,2025-02-12,2025,Standard,Card,10,74.61
714,245,2024-04-26,2024,Standard,PayPal,10,53.96
715,59,2024-05-13,2024,Standard,PayPal,0,32.04
716,161,2024-02-27,2024,Standard,PayPal,0,48.25
717,179,2025-07-09,2025,Express,Card,,57.4
718,206,2025-11-15,2025,Express,Card,,46.86
719,12,2025-11-02,2025,Standard,Card,0,46.05
720,276,2024-06-21,2024,Next-day,Card,,9.58
721,181,2024-05-28,2024,Standard,Card,0,24.87
722,242,2024-03-20,2024,Standard,Card,5,9.08
723,216,2024-07-31,2024,Standard,Card,0,60.2
724,251,2024-07-21,2024,Standard,PayPal,5,72.97
725,299,2026-02-02,2026,Express,Card,0,41.98
726,126,2024-08-16,2024,Standard,Card,0,84.05
727,217,2025-11-06,2025,Standard,Card,0,89.81
728,285,2024-08-14,2024,Standard,Card,5,96.98
729,185,2025-10-20,2025,Standard,Card,0,118.47
730,39,2025-06-15,2025,Standard,Card,0,74.06
731,223,2025-03-16,2025,Standard,Card,20,37.84
732,184,2025-02-05,2025,Standard,Card,5,90.76
733,178,2024-02-16,2024,Express,Card,,63.41
734,294,2024-08-20,2024,Express,Card,0,0.0
735,151,2024-10-31,2024,Standard,Card,,66.93
736,126,2025-06-09,2025,Express,PayPal,15,81.25
737,234,2024-05-22,2024,Standard,Card,,77.81
738,8,2025-02-18,2025,Standard,Card,5,55.99
739,129,2025-05-27,2025,Standard,Card,0,10.62
740,264,2025-01-07,2025,Standard,PayPal,0,84.5
741,157,2025-07-19,2025,Next-day,PayPal,0,48.68
742,5,2024-09-15,2024,Standard,Card,0,15.48
743,86,2025-10-17,2025,Standard,Card,0,42.15
744,175,2025-04-15,2025,Standard,PayPal,0,49.41
745,290,2024-01-12,2024,Standard,Card,20,45.39
746,193,2024-11-25,2024,Express,Card,0,34.46
747,119,2026-01-05,2026,Standard,Card,5,72.69
748,218,2026-02-22,2026,Standard,PayPal,10,25.71
749,114,2024-12-23,2024,Standard,PayPal,,13.98
750,145,2025-02-11,2025,Standard,Card,0,79.1
751,26,2025-10-29,2025,Standard,Card,5,126.6
752,136,2025-01-07,2025,Standard,Card,5,77.29
753,232,2024-01-08,2024,Standard,Card,5,70.0
754,76,2024-05-01,2024,Standard,BankTransfer,10,28.19
755,289,2024-12-13,2024,Express,Card,20,19.62
756,1,2025-11-06,2025,,,0,62.28
757,147,2024-03-30,2024,Standard,Card,0,47.52
758,287,2025-10-09,2025,Standard,Card,5,0.0
759,142,2025-11-28,2025,Standard,Card,0,47.44
760,53,2024-11-11,2024,Express,Card,15,62.45
761,69,2024-06-26,2024,Standard,Card,0,15.01
762,90,2025-06-23,2025,Standard,Card,0,94.47
763,220,2026-01-01,2026,Standard,Card,10,36.66
764,192,2024-02-10,2024,Standard,Card,,86.13
765,63,2026-01-09,2026,Standard,Card,0,62.19
766,73,2025-12-04,2025,Standard,PayPal,0,26.58
767,161,2025-05-16,2025,Standard,PayPal,10,51.62
768,169,2024-05-24,2024,Standard,BankTransfer,0,0.0
769,89,2024-07-19,2024,Standard,Card,,18.56
770,176,2025-12-24,2025,Standard,BankTransfer,0,14.82
771,269,2025-04-05,2025,Standard,Card,10,51.87
772,73,2026-01-01,2026,Standard,Card,10,43.49
773,245,2026-01-21,2026,Standard,Card,0,30.0
774,77,2025-07-11,2025,Standard,Card,,40.91
775,159,2025-06-30,2025,Express,Card,0,0.0
776,98,2024-09-09,2024,Standard,Card,5,27.51
777,102,2025-01-24,2025,Standard,Card,0,39.82
778,132,2025-08-16,2025,Standard,Card,5,63.19
779,102,2024-09-12,2024,Standard,Card,0,104.4
780,19,2025-12-09,2025,Standard,Card,0,72.35
781,82,2025-03-25,2025,Standard,Card,0,16.64
782,279,2024-01-10,2024,Standard,PayPal,0,71.76
783,129,2024-08-29,2024,,PayPal,0,31.07
784,89,2024-09-07,2024,Standard,Card,10,3.99
785,213,2024-01-05,2024,Express,Card,5,73.23
786,143,2024-04-28,2024,Express,Card,0,67.02
787,65,2025-01-08,2025,Standard,PayPal,20,74.88
788,76,2024-03-05,2024,Express,Card,5,48.77
789,199,2024-05-25,2024,Standard,Card,15,60.25
790,143,2024-08-11,2024,Next-day,Card,0,31.9
791,93,2024-08-26,2024,Standard,Card,0,52.74
792,224,2024-06-25,2024,Standard,Card,0,113.42
793,291,2026-02-17,2026,Standard,PayPal,5,69.6
794,102,2024-10-08,2024,Standard,Card,0,53.33
795,267,2024-03-03,2024,Standard,Card,0,67.2
796,110,2024-08-04,2024,Standard,PayPal,0,50.52
797,265,2025-11-19,2025,Standard,PayPal,0,27.24
798,3,2025-04-05,2025,Standard,Card,5,20.85
799,85,2025-09-01,2025,Standard,,0,72.91
800,282,2024-04-14,2024,Standard,Card,0,58.08
801,117,2024-04-08,2024,Next-day,PayPal,5,10.51
802,221,2025-05-25,2025,Express,Card,20,10.38
803,154,2025-01-19,2025,Next-day,PayPal,5,78.95
804,153,2025-02-08,2025,Standard,Card,15,75.06
805,12,2025-06-01,2025,Standard,Card,10,61.99
806,133,2025-04-20,2025,Standard,Card,,9.62
807,293,2025-12-09,2025,Express,Card,0,25.49
808,300,2025-10-06,2025,Standard,Card,5,0.0
809,228,2026-02-09,2026,Standard,Card,5,49.56
810,271,2025-03-12,2025,Standard,Card,5,49.4
811,43,2024-01-23,2024,Next-day,BankTransfer,0,44.77
812,21,2025-07-18,2025,Standard,Card,0,90.85
813,107,2025-11-07,2025,Standard,Card,0,11.28
814,117,2025-12-14,2025,Standard,Card,,41.53
815,124,2025-04-02,2025,Standard,Card,0,28.44
816,281,2024-03-23,2024,Standard,Card,10,91.41
817,292,2024-05-24,2024,Standard,Card,0,100.91
818,203,2024-03-25,2024,Standard,PayPal,,50.77
819,51,2024-03-18,2024,Express,Card,0,64.77
820,271,2025-04-01,2025,Standard,Card,5,25.34
821,277,2024-01-01,2024,Express,Card,0,55.08
822,141,2024-02-20,2024,Express,Card,0,90.94
823,275,2025-11-15,2025,Standard,Card,0,76.76
824,290,2025-12-17,2025,Standard,PayPal,0,21.42
825,52,2026-02-10,2026,Standard,PayPal,15,26.22
826,27,2025-03-21,2025,Express,Card,15,50.17
827,157,2025-03-24,2025,Standard,Card,0,20.85
828,239,2025-05-02,2025,Standard,Card,0,22.34
829,156,2024-02-03,2024,Standard,Card,5,87.33
830,291,2024-12-13,2024,Standard,Card,0,80.41
831,136,2024-04-04,2024,Standard,Card,0,14.46
832,144,2024-03-12,2024,Standard,Card,,10.61
833,106,2025-07-04,2025,Standard,Card,15,49.42
834,158,2024-06-02,2024,Standard,Card,0,43.36
835,146,2024-09-06,2024,Standard,Card,0,57.36
836,2,2025-11-04,2025,Standard,Card,5,32.98
837,77,2025-03-13,2025,Standard,Card,,45.14
838,132,2024-04-27,2024,Standard,PayPal,0,12.74
839,90,2026-02-09,2026,Express,Card,20,5.11
840,263,2024-11-01,2024,Standard,Card,0,57.7
841,108,2024-09-24,2024,Standard,Card,5,86.33
842,74,2024-02-23,2024,Standard,,0,73.38
843,39,2024-08-23,2024,Standard,Card,0,7.31
844,159,2025-01-23,2025,Standard,Card,0,31.06
845,71,2026-01-03,2026,,Card,0,88.28
846,241,2026-02-01,2026,Express,Card,0,37.75
847,298,2025-02-04,2025,Standard,BankTransfer,10,10.13
848,36,2025-09-15,2025,Standard,Card,0,63.34
849,84,2026-02-05,2026,Standard,PayPal,0,62.81
850,263,2024-10-29,2024,Standard,PayPal,0,34.05
851,172,2024-07-25,2024,Standard,PayPal,10,43.44
852,173,2024-08-16,2024,Standard,Card,0,68.25
853,47,2025-07-31,2025,Standard,Card,0,64.71
854,141,2024-03-15,2024,Standard,Card,0,16.98
855,118,2025-03-10,2025,Standard,PayPal,0,48.86
856,277,2024-04-12,2024,Standard,Card,0,20.18
857,214,2025-02-25,2025,Standard,Card,10,86.51
858,220,2025-12-04,2025,,Card,0,29.13
859,26,2026-02-02,2026,Next-day,Card,0,22.71
860,9,2026-01-07,2026,Standard,PayPal,0,46.24
861,271,2024-11-01,2024,Standard,Card,10,47.55
862,10,2024-04-07,2024,Standard,PayPal,,40.25
863,121,2024-11-30,2024,Express,Card,0,94.33
864,125,2025-03-10,2025,Express,PayPal,0,88.75
865,170,2025-03-22,2025,Standard,Card,0,45.53
866,72,2024-11-03,2024,Next-day,Card,0,32.7
867,152,2024-09-05,2024,Standard,PayPal,0,38.36
868,208,2024-06-14,2024,Standard,Card,0,54.89
869,49,2025-04-25,2025,Express,PayPal,0,66.74
870,154,2024-11-30,2024,Express,Card,0,17.37
871,293,2025-06-25,2025,Standard,Card,0,27.7
872,68,2026-01-28,2026,Standard,Card,0,68.63
873,50,2024-04-15,2024,Standard,Card,10,63.84
874,152,2025-07-16,2025,Standard,Card,20,65.19
875,19,2024-03-21,2024,Express,Card,20,68.82
876,100,2024-05-12,2024,Standard,Card,10,73.79
877,60,2024-05-17,2024,Standard,,5,48.3
878,167,2024-07-02,2024,Standard,BankTransfer,5,0.0
879,202,2025-02-04,2025,Standard,BankTransfer,0,122.57
880,146,2024-11-25,2024,Standard,Card,5,91.92
881,164,2026-02-23,2026,Standard,Card,0,75.68
882,242,2025-05-22,2025,Next-day,Card,0,49.47
883,69,2024-03-09,2024,Express,Card,10,99.27
884,175,2025-06-29,2025,Standard,PayPal,,37.05
885,49,2026-02-12,2026,Express,PayPal,0,30.39
886,108,2024-02-22,2024,Express,Card,15,81.27
887,226,2025-03-25,2025,Express,PayPal,0,35.15
888,161,2024-07-23,2024,Standard,Card,0,53.26
889,119,2024-05-05,2024,Standard,BankTransfer,,14.08
890,149,2026-01-16,2026,Standard,Card,5,27.97
891,150,2024-02-12,2024,Standard,Card,0,32.92
892,293,2026-01-21,2026,Standard,Card,0,95.2
893,143,2024-04-20,2024,Standard,Card,0,47.23
894,160,2026-01-30,2026,Standard,Card,,39.06
895,11,2025-10-24,2025,Standard,PayPal,,38.22
896,138,2024-07-01,2024,Standard,Card,0,79.33
897,78,2024-04-04,2024,Standard,Card,0,22.44
898,77,2025-01-08,2025,Next-day,Card,0,39.03
899,254,2025-06-03,2025,Express,Card,20,78.75
900,258,2024-12-25,2024,Express,Card,0,77.17
901,291,2025-11-26,2025,Next-day,Card,5,137.33
902,263,2024-10-07,2024,Standard,Card,0,109.86
903,85,2024-07-13,2024,Next-day,Card,5,70.98
904,146,2024-07-13,2024,Standard,Card,15,7.53
905,42,2025-10-28,2025,Standard,PayPal,0,70.08
906,125,2024-04-02,2024,Standard,PayPal,0,94.27
907,167,2025-11-02,2025,Standard,Card,0,24.96
908,241,2024-03-01,2024,Standard,Card,10,30.51
909,280,2025-09-25,2025,Standard,Card,0,64.23
910,188,2024-02-20,2024,Express,Card,,23.52
911,19,2025-02-06,2025,Standard,Card,5,92.33
912,68,2026-02-27,2026,Standard,Card,15,12.94
913,218,2024-01-05,2024,Express,Card,5,76.97
914,102,2025-04-10,2025,Standard,Card,0,82.46
915,42,2025-08-26,2025,Standard,Card,,17.19
916,288,2025-11-12,2025,Standard,PayPal,0,21.84
917,167,2025-06-17,2025,Standard,BankTransfer,,127.36
918,109,2025-02-08,2025,Standard,Card,10,88.24
919,36,2025-05-27,2025,Express,Card,5,72.32
920,232,2025-10-06,2025,Standard,PayPal,0,68.8
921,229,2024-08-20,2024,Standard,PayPal,0,57.21
922,164,2025-06-07,2025,Express,Card,10,21.57
923,73,2024-12-11,2024,Standard,Card,0,33.45
924,136,2024-02-15,2024,Standard,Card,0,57.19
925,70,2025-06-29,2025,,Card,,49.79
926,196,2024-03-18,2024,Standard,Card,0,0.0
927,269,2025-12-30,2025,Standard,Card,0,27.24
928,49,2024-03-13,2024,Standard,Card,0,42.52
929,130,2024-09-05,2024,Standard,Card,0,13.96
930,5,2024-02-16,2024,Next-day,PayPal,20,76.2
931,27,2024-04-30,2024,Standard,Card,0,87.09
932,160,2024-08-01,2024,Standard,Card,0,24.7
933,149,2024-08-26,2024,Standard,Card,0,7.2
934,264,2024-02-25,2024,Standard,Card,10,95.74
935,230,2024-12-15,2024,Standard,BankTransfer,0,62.58
936,200,2024-04-16,2024,Standard,Card,0,61.78
937,50,2024-02-17,2024,Express,Card,0,0.0
938,67,2025-07-26,2025,Standard,Card,0,75.76
939,300,2024-12-02,2024,Standard,,0,54.95
940,58,2024-01-26,2024,Standard,PayPal,,37.33
941,259,2024-09-13,2024,Standard,Card,15,49.92
942,130,2024-01-08,2024,Standard,Card,0,10.19
943,215,2025-09-16,2025,Standard,Card,0,23.51
944,172,2024-09-09,2024,Standard,Card,15,65.88
945,258,2025-11-22,2025,Standard,PayPal,0,34.46
946,102,2025-12-19,2025,Express,PayPal,10,79.27
947,209,2024-10-29,2024,Next-day,,,67.35
948,291,2025-09-30,2025,Express,Card,15,16.09
949,286,2024-02-25,2024,Express,PayPal,10,91.34
950,116,2025-12-26,2025,Standard,PayPal,15,20.85
951,264,2025-06-09,2025,Next-day,Card,5,147.12
952,150,2025-04-18,2025,Standard,Card,0,50.82
953,300,2024-01-28,2024,Next-day,Card,15,0.0
954,36,2024-03-18,2024,Next-day,PayPal,0,5.96
955,287,2024-08-03,2024,Standard,Card,,48.72
956,208,2025-01-20,2025,Next-day,Card,5,67.27
957,106,2024-12-30,2024,Standard,PayPal,10,21.82
958,158,2025-10-27,2025,Standard,Card,15,19.53
959,121,2025-06-09,2025,Standard,Card,0,125.66
960,55,2025-11-29,2025,Standard,Card,10,102.56
961,12,2024-11-07,2024,Standard,Card,5,77.46
962,145,2024-01-07,2024,Standard,,0,55.86
963,136,2024-01-03,2024,Next-day,Card,0,12.68
964,3,2025-09-14,2025,Standard,Card,0,52.14
965,144,2026-01-19,2026,Express,Card,0,52.0
966,30,2024-12-28,2024,Express,PayPal,20,77.92
967,237,2026-01-20,2026,Express,PayPal,5,36.65
968,279,2025-05-22,2025,Next-day,Card,5,34.58
969,115,2024-09-30,2024,Standard,Card,,8.51
970,104,2025-05-20,2025,Next-day,Card,0,0.0
971,118,2026-01-08,2026,Express,Card,10,27.89
972,5,2024-01-15,2024,Standard,Card,0,61.98
973,248,2024-07-10,2024,Standard,Card,10,72.29
974,121,2025-09-22,2025,Standard,Card,0,8.16
975,286,2025-04-29,2025,Standard,Card,,32.17
976,149,2024-01-28,2024,Standard,Card,0,29.76
977,84,2025-12-14,2025,Standard,Card,0,102.81
978,231,2024-02-08,2024,Standard,Card,10,62.14
979,288,2024-09-29,2024,Standard,Card,0,79.43
980,161,2024-08-18,2024,Express,Card,5,22.29
981,272,2024-03-26,2024,Standard,PayPal,0,92.42
982,38,2025-04-18,2025,Standard,PayPal,5,40.51
983,226,2024-05-05,2024,Standard,Card,0,32.99
984,142,2025-06-20,2025,Standard,Card,0,10.93
985,292,2024-05-24,2024,Express,Card,0,22.56
986,151,2025-06-08,2025,Standard,Card,0,89.86
987,114,2024-07-30,2024,Standard,Card,,40.23
988,237,2024-01-25,2024,Standard,PayPal,0,57.18
989,66,2025-08-02,2025,Standard,Card,0,58.49
990,258,2025-01-28,2025,Express,PayPal,0,17.1
991,249,2024-03-07,2024,Standard,Card,0,56.13
992,180,2024-08-20,2024,Standard,Card,15,58.41
993,190,2024-04-18,2024,Standard,Card,0,11.58
994,154,2024-05-25,2024,Standard,Card,0,89.32
995,196,2024-04-20,2024,Standard,Card,5,8.55
996,262,2024-08-15,2024,Standard,Card,0,24.28
997,143,2024-04-20,2024,Standard,Card,5,73.57
998,101,2025-04-14,2025,Standard,BankTransfer,0,30.82
999,244,2024-02-03,2024,Standard,Card,0,17.03
1000,12,2025-09-14,2025,Express,BankTransfer,0,52.78
1001,239,2026-02-14,2026,Next-day,BankTransfer,5,73.52
1002,49,2025-01-03,2025,Standard,PayPal,5,57.13
1003,42,2026-01-17,2026,Express,Card,0,51.31
1004,166,2025-08-17,2025,Standard,,0,24.7
1005,82,2025-07-07,2025,Standard,PayPal,20,49.37
1006,291,2025-02-28,2025,Express,Card,,85.86
1007,158,2025-09-04,2025,Express,Card,0,57.88
1008,216,2025-06-01,2025,Next-day,Card,,26.97
1009,158,2025-11-22,2025,,Card,5,24.7
1010,134,2024-10-08,2024,Standard,Card,0,71.94
1011,67,2024-11-15,2024,Express,Card,10,16.94
1012,7,2026-01-07,2026,Standard,Card,10,0.0
1013,14,2025-03-18,2025,Standard,PayPal,,56.9
1014,73,2024-11-10,2024,Standard,Card,0,70.64
1015,163,2026-01-10,2026,Standard,PayPal,0,17.98
1016,66,2025-01-11,2025,Standard,Card,20,19.8
1017,130,2024-10-15,2024,Standard,PayPal,5,31.52
1018,206,2025-03-12,2025,Express,Card,0,37.72
1019,276,2025-10-23,2025,Standard,PayPal,10,41.37
1020,256,2024-10-03,2024,Standard,Card,0,23.63
1021,266,2025-12-10,2025,Standard,PayPal,0,93.82
1022,25,2025-08-04,2025,Standard,Card,0,50.04
1023,281,2025-05-17,2025,Standard,PayPal,,50.26
